"drug_name"	"drugbank_id"	"ind_name"	"ind_id"	"nct"	"status"	"phase"	"detailedstatus"	"drug_obo_id"	"drug_rxnorm_id"	"ind_obo_id"	"ind_meddra_pt"	"ind_snomed_id"
paclitaxel	DB01229	Malignant neoplasm of breast	C0006142	NCT01120158	Terminated	Phase 2	Due to poor accrual	CHEBI_45863	"56946"		"10006187"	"254837009"
everolimus	DB01590	Non-Small Cell Lung Carcinoma	C0007131	NCT01063478	Terminated	Phase 1	Poor accrual	CHEBI_68478	"141704"	MONDO_0005233	"10061873"	"254637007"
filgotinib	DB14845	Ulcerative Colitis	C0009324		Approved					MONDO_0005101|MONDO_0009960	"10009900"	"64766004"
bupivacaine	DB00297	Pain, Postoperative	C0030201	NCT03043027	Withdrawn	Phase 3	cost of medicine too expensive to continue without funding	CHEBI_77431	"1815"			"213299007"
zoledronic acid	DB00399	Acute lymphoblastic leukemia - category	C1531702	NCT02632903	Withdrawn	Phase 2	While the clinical need for and the scientific merit remain valid, this regulated drug trial was not feasible logistically due to limited funds.	CHEBI_46557	"1546014|77655"			
warfarin	DB00682	Atrial Fibrillation	C0004238	NCT03839355	Terminated	Phase 3	Study terminated due to slower than anticipated enrollment.	CHEBI_87732	"11289"	MONDO_0004981	"10003658"	"49436004"
	DB00091	Malignant neoplasm of breast	C0006142	NCT00074269	Terminated	Phase 2	Terminated early due to poor enrollment	CHEBI_4031	"3008"		"10006187"	"254837009"
	DB00563	Malignant neoplasm of breast	C0006142	NCT00074269	Terminated	Phase 2	Terminated early due to poor enrollment	CHEBI_44185	"6851"		"10006187"	"254837009"
melphalan	DB01042	Malignant neoplasm of breast	C0006142	NCT00074269	Terminated	Phase 2	Terminated early due to poor enrollment	CHEBI_28876	"6718"		"10006187"	"254837009"
	DB00997	Malignant neoplasm of breast	C0006142	NCT00434031	Withdrawn	Phase 2	lack of enrollment	CHEBI_28748	"142433|3639"		"10006187"	"254837009"
	DB01248	Malignant neoplasm of breast	C0006142	NCT00434031	Withdrawn	Phase 2	lack of enrollment	CHEBI_4672	"72962|1299922"		"10006187"	"254837009"
	DB00531	Malignant neoplasm of breast	C0006142	NCT00434031	Withdrawn	Phase 2	lack of enrollment	CHEBI_4027	"1545988|3002"		"10006187"	"254837009"
trastuzumab	DB00072	Malignant neoplasm of breast	C0006142	NCT00434031	Withdrawn	Phase 2	lack of enrollment		"2289225|2103478|2174802|2280730|2107051|224905"		"10006187"	"254837009"
	DB01248	Malignant neoplasm of breast	C0006142	NCT02393248	Terminated	Phase 1/Phase 2		CHEBI_4672	"72962|1299922"		"10006187"	"254837009"
trastuzumab	DB00072	Malignant neoplasm of breast	C0006142	NCT02393248	Terminated	Phase 1/Phase 2			"2289225|2103478|2174802|2280730|2107051|224905"		"10006187"	"254837009"
letrozole	DB01006	Malignant neoplasm of breast	C0006142	NCT03050398	Terminated	Phase 3	GCP issues.	CHEBI_6413	"72965"		"10006187"	"254837009"
	DB00072	Malignant neoplasm of breast	C0006142	NCT02297230	Terminated	Phase 1/Phase 2	PI Left Institution prior to reaching accrual goal and analyzing data.		"2289225|2103478|2174802|2280730|2107051|224905"		"10006187"	"254837009"
testosterone cypionate	DB00624	Cryptorchidism	C0010417		Approved			CHEBI_17347	"10379"	HP:0000028	"10011498"	"204878001"
ondansetron	DB00904	Chemotherapy-induced nausea and vomiting	C0401160	NCT00891761	Withdrawn	Phase 3	This study has been cancelled prior to enrollment.	CHEBI_7773	"26225"			"18846006"
	DB01234	Chemotherapy-induced nausea and vomiting	C0401160	NCT00891761	Withdrawn	Phase 3	This study has been cancelled prior to enrollment.	CHEBI_41879	"3264"			"18846006"
paclitaxel	DB01229	Malignant neoplasm of breast	C0006142	NCT01980277	Terminated	Phase 1/Phase 2	Drug development stopped	CHEBI_45863	"56946"		"10006187"	"254837009"
	DB00331	Malignant neoplasm of breast	C0006142	NCT04899349	Terminated	Phase 2	Study was early terminated due to slow recruitment and emerging data showing that prophylactic use of metformin may prevent or reduce the incidence of all-grades alpelisib-related hyperglycemia. The decision was not driven by safety concerns	CHEBI_6801	"6809"		"10006187"	"254837009"
fulvestrant	DB00947	Malignant neoplasm of breast	C0006142	NCT04899349	Terminated	Phase 2	Study was early terminated due to slow recruitment and emerging data showing that prophylactic use of metformin may prevent or reduce the incidence of all-grades alpelisib-related hyperglycemia. The decision was not driven by safety concerns	CHEBI_31638	"282357"		"10006187"	"254837009"
dexamethasone phosphate	DB01234	Amyloidosis	C0002726	NCT04984330	Withdrawn	Early Phase 1	Funding withdrawn	CHEBI_68637	"3264"	MONDO_0019065	"10002022"	"17602002"
	DB00121	Atrial Fibrillation	C0004238	NCT00580216	Terminated	Phase 3	early discontinuation based on strategic sponsor decision not driven by any safety concern	CHEBI_15956	"314583|1588"	MONDO_0004981	"10003658"	"49436004"
warfarin	DB00682	Atrial Fibrillation	C0004238	NCT00580216	Terminated	Phase 3	early discontinuation based on strategic sponsor decision not driven by any safety concern	CHEBI_87732	"11289"	MONDO_0004981	"10003658"	"49436004"
	DB00072	Malignant neoplasm of breast	C0006142	NCT00088985	Terminated	Phase 2	Funding unavailable		"2289225|2103478|2174802|2280730|2107051|224905"		"10006187"	"254837009"
vinorelbine	DB00361	Malignant neoplasm of breast	C0006142	NCT00088985	Terminated	Phase 2	Funding unavailable	CHEBI_480999	"39541"		"10006187"	"254837009"
	DB00398	Malignant neoplasm of breast	C0006142	NCT00573755	Terminated	Phase 2	lack of participant accrual	CHEBI_50924	"495881"		"10006187"	"254837009"
	DB01217	Malignant neoplasm of breast	C0006142	NCT00573755	Terminated	Phase 2	lack of participant accrual	CHEBI_2704	"84857"		"10006187"	"254837009"
letrozole	DB01006	Malignant neoplasm of breast	C0006142	NCT00573755	Terminated	Phase 2	lack of participant accrual	CHEBI_6413	"72965"		"10006187"	"254837009"
	DB00112	Malignant neoplasm of breast	C0006142	NCT00462865	Terminated	Phase 2	DSMB determined toxicity of regimen more than originally thought. Slow accrual.		"253337|2046138"		"10006187"	"254837009"
capecitabine	DB01101	Malignant neoplasm of breast	C0006142	NCT00462865	Terminated	Phase 2	DSMB determined toxicity of regimen more than originally thought. Slow accrual.	CHEBI_31348	"194000"		"10006187"	"254837009"
cyclophosphamide	DB00531	Merkel cell carcinoma	C0007129	NCT04596033	Terminated	Phase 1	Business reasons	CHEBI_4027	"1545988|3002"	MONDO_0019210	"10029266"	"5052009"
finasteride	DB01216	Prostatic Hypertrophy	C1739363	NCT00564460	Withdrawn	Phase 3	Change of practice pattern. Green light laser	CHEBI_5062	"25025"			"266569009"
mifepristone	DB00834	Depressive disorder	C0011581	NCT00867360	Terminated	Phase 3	Insufficient recruitment.	CHEBI_50692	"6964"	MONDO_0002050		"35489007"
simvastatin	DB00641	Bipolar Disorder	C0005586	NCT01665950	Terminated	Phase 2	Lack of enrollment	CHEBI_9150	"36567"	MONDO_0004985	"10057667"	"13746004"
	DB01248	Malignant neoplasm of breast	C0006142	NCT01229605	Withdrawn	Phase 2	Study was not a good fit for the patient population seen at this hospital.	CHEBI_4672	"72962|1299922"		"10006187"	"254837009"
cyclophosphamide	DB00531	Malignant neoplasm of breast	C0006142	NCT01229605	Withdrawn	Phase 2	Study was not a good fit for the patient population seen at this hospital.	CHEBI_4027	"1545988|3002"		"10006187"	"254837009"
capecitabine	DB01101	Malignant neoplasm of breast	C0006142	NCT03858972	Terminated	Phase 2	The Sponsor has discontinued the development of tesetaxel	CHEBI_31348	"194000"		"10006187"	"254837009"
tryptophan	DB00150	Malignant neoplasm of breast	C0006142	NCT00739609	Terminated	Phase 1	Lack of enrollment.	CHEBI_16828	"10898"		"10006187"	"254837009"
	DB00531	Non-Small Cell Lung Carcinoma	C0007131	NCT03169738	Withdrawn	Phase 1/Phase 2	Trial not initiated	CHEBI_4027	"1545988|3002"	MONDO_0005233	"10061873"	"254637007"
	DB00112	Non-Small Cell Lung Carcinoma	C0007131	NCT03169738	Withdrawn	Phase 1/Phase 2	Trial not initiated		"253337|2046138"	MONDO_0005233	"10061873"	"254637007"
fentanyl	DB00813	Acute onset pain	C0184567	NCT02137525	Withdrawn	Phase 2	Study was never initiated	CHEBI_119915	"4337"			"274663001"
	DB00295	Acute onset pain	C0184567	NCT02137525	Withdrawn	Phase 2	Study was never initiated	CHEBI_17303	"7052|32926"			"274663001"
fenoterol	DB01288	Asthma	C0004096	NCT02177370	Terminated	Phase 3		CHEBI_149226	"4333"	MONDO_0004979	"10003553"	"195967001"
	DB00764	Asthma	C0004096	NCT01026870	Withdrawn	Phase 3		CHEBI_6970		MONDO_0004979	"10003553"	"195967001"
mometasone furoate	DB14512	Asthma	C0004096	NCT01026870	Withdrawn	Phase 3		CHEBI_47564	"30145"	MONDO_0004979	"10003553"	"195967001"
dimethyl fumarate	DB08908	Chronic small plaque psoriasis	C0406317	NCT01815723	Withdrawn	Phase 3		CHEBI_76004	"1373478"			"200965009"
docetaxel	DB01248	Malignant neoplasm of breast	C0006142	NCT00104624	Terminated	Phase 2	Toxicity issues	CHEBI_4672	"72962|1299922"		"10006187"	"254837009"
prasterone sulfate	DB01708	Malignant neoplasm of breast	C0006142	NCT00972023	Terminated	Phase 1		CHEBI_28689	"3143"		"10006187"	"254837009"
	DB00072	Malignant neoplasm of breast	C0006142	NCT01290718	Terminated	Phase 2	Slow recruitment		"2289225|2103478|2174802|2280730|2107051|224905"		"10006187"	"254837009"
capecitabine	DB01101	Malignant neoplasm of breast	C0006142	NCT01290718	Terminated	Phase 2	Slow recruitment	CHEBI_31348	"194000"		"10006187"	"254837009"
denosumab	DB06643	Malignant neoplasm of breast	C0006142	NCT01952054	Terminated	Phase 2			"993449"		"10006187"	"254837009"
pemetrexed	DB00642	Non-Small Cell Lung Carcinoma	C0007131	NCT00907179	Terminated	Phase 1	Widespread use firstline Pemetrexed; slow recruitment; funding withdrawn..	CHEBI_63616	"68446"	MONDO_0005233	"10061873"	"254637007"
	DB06603	Non-Small Cell Lung Carcinoma	C0007131	NCT00907179	Terminated	Phase 1	Widespread use firstline Pemetrexed; slow recruitment; funding withdrawn..	CHEBI_85990	"1603350"	MONDO_0005233	"10061873"	"254637007"
esomeprazole	DB00338	Crohn Disease	C0010346	NCT02272868	Terminated	Phase 1/Phase 2		CHEBI_77260	"7646"	MONDO_0005011	"10011401"	"34000006"
ibuprofen	DB01050	Pain, Postoperative	C0030201	NCT02254525	Terminated	Phase 3	Sample not reached in traumathology arm	CHEBI_5855	"5640"			"213299007"
triamcinolone	DB00620	Arthritis	C0003864	NCT05005000	Terminated	Phase 2	Difficulties getting subjects recruited and enrolled.	CHEBI_9667	"10759"	MONDO_0005578	"10003246"	"3723001"
thalidomide	DB01041	Rheumatoid Arthritis	C0003873	NCT01285310	Terminated	Phase 2	Study is terminated due to lack of efficacy	CHEBI_74947	"10432"	MONDO_0008383	"10039073"	"69896004"
adalimumab	DB00051	Rheumatoid Arthritis	C0003873	NCT01264770	Terminated	Phase 2	AZ decision to discontinue fostamatinib development in RA; rights to fostamatinib returned to Rigel Pharmaceuticals.		"2103479|2640402|2641642|2612153|2619155|2103477|327361"	MONDO_0008383	"10039073"	"69896004"
	DB01234	Asthma	C0004096	NCT03133897	Terminated	Phase 3	it was felt by the sponsoring institution that the current standard of oversight expected by the Health Canada regulations, would not be possible to achieve	CHEBI_41879	"3264"	MONDO_0004979	"10003553"	"195967001"
prednisone	DB00635	Asthma	C0004096	NCT03133897	Terminated	Phase 3	it was felt by the sponsoring institution that the current standard of oversight expected by the Health Canada regulations, would not be possible to achieve	CHEBI_8382	"8640"	MONDO_0004979	"10003553"	"195967001"
fulvestrant	DB00947	Malignant neoplasm of breast	C0006142	NCT00752986	Terminated	Phase 2		CHEBI_31638	"282357"		"10006187"	"254837009"
fentanyl	DB00813	Pain, Postoperative	C0030201	NCT00807209	Terminated	Phase 2	Sponsor decision unrelated to safety	CHEBI_119915	"4337"			"213299007"
	DB00297	Pain, Postoperative	C0030201	NCT00807209	Terminated	Phase 2	Sponsor decision unrelated to safety	CHEBI_77431	"1815"			"213299007"
dexamethasone phosphate	DB01234	Anterior uveitis	C0042165	NCT00333996	Terminated	Phase 2/Phase 3		CHEBI_68637	"3264"	MONDO_0006651		"410692006"
cisplatin	DB00515	Human epidermal growth factor 2 negative carcinoma of breast	C2316304	NCT01918306	Terminated	Phase 1/Phase 2	company stopped production of study drug due to excessive toxicities, lack of efficacy	CHEBI_27899	"2555"			"431396003"
lovastatin	DB00227	Rheumatoid Arthritis	C0003873	NCT00302952	Terminated	Phase 2	Slow enrollment &Study Drug Expiration (Target: 40 randomized participants /arm)	CHEBI_40303	"6472"	MONDO_0008383	"10039073"	"69896004"
colchicine	DB01394	Atrial Fibrillation	C0004238	NCT02582190	Withdrawn	Phase 3	Investigational Medicinal Product Supplies	CHEBI_27882	"2683"	MONDO_0004981	"10003658"	"49436004"
	DB00673	Malignant neoplasm of breast	C0006142	NCT01649258	Terminated	Phase 1	Lack of Efficacy	CHEBI_499361	"358255"		"10006187"	"254837009"
granisetron	DB00889	Malignant neoplasm of breast	C0006142	NCT01649258	Terminated	Phase 1	Lack of Efficacy	CHEBI_5537	"26237"		"10006187"	"254837009"
	DB00072	Malignant neoplasm of breast	C0006142	NCT00130507	Terminated	Phase 2	A new alternative treatment caused the decrease in the rhythm of recruitment.		"2289225|2103478|2174802|2280730|2107051|224905"		"10006187"	"254837009"
	DB01101	Malignant neoplasm of breast	C0006142	NCT00130507	Terminated	Phase 2	A new alternative treatment caused the decrease in the rhythm of recruitment.	CHEBI_31348	"194000"		"10006187"	"254837009"
metformin	DB00331	Malignant neoplasm of breast	C0006142	NCT02360059	Terminated	Phase 2	Low Accrual	CHEBI_6801	"6809"		"10006187"	"254837009"
melphalan	DB01042	Intrahepatic Cholangiocarcinoma	C0345905	NCT02415036	Terminated	Phase 2	Limited enrollment	CHEBI_28876	"6718"	MONDO_0003210		"109842005"
sunitinib	DB01268	Metastatic Renal Cell Cancer	C0278678	NCT01582672	Terminated	Phase 3	Lack of efficacy	CHEBI_38940	"357977"			
imatinib	DB00619	Myeloid Leukemia, Chronic	C0023473	NCT01650805	Terminated	Phase 3	Study terminated based on evaluation of safety data.	CHEBI_45783	"282388"	MONDO_0011996		
methotrexate	DB00563	Acute lymphoblastic leukemia - category	C1531702	NCT04095858	Terminated	Phase 3	Business Reasons	CHEBI_44185	"6851"			
	DB00864	Acute lymphoblastic leukemia - category	C1531702	NCT04095858	Terminated	Phase 3	Business Reasons	CHEBI_61049	"42316|235991"			
	DB01097	Rheumatoid Arthritis	C0003873	NCT02930343	Terminated	Phase 3	Due to time constraints, the study was halted prematurely	CHEBI_6402	"27169"	MONDO_0008383	"10039073"	"69896004"
	DB01611	Rheumatoid Arthritis	C0003873	NCT02930343	Terminated	Phase 3	Due to time constraints, the study was halted prematurely	CHEBI_5801	"5521"	MONDO_0008383	"10039073"	"69896004"
folic acid	DB00158	Rheumatoid Arthritis	C0003873	NCT02930343	Terminated	Phase 3	Due to time constraints, the study was halted prematurely	CHEBI_27470	"62356|4511|202634"	MONDO_0008383	"10039073"	"69896004"
methotrexate	DB00563	Rheumatoid Arthritis	C0003873	NCT03001219	Terminated	Phase 2	The trial was prematurely terminated due to a lack of efficacy of the investigational drug.	CHEBI_44185	"6851"	MONDO_0008383	"10039073"	"69896004"
insulin glargine	DB00030	Asthma	C0004096	NCT00332826	Terminated	Phase 3	Non-safety related business decision to combine special population protocols	CHEBI_5931	"253182|631657"	MONDO_0004979	"10003553"	"195967001"
salbutamol	DB01001	Asthma	C0004096	NCT03707678	Withdrawn	Phase 2	After careful review of new data on GSK2245035, GlaxoSmithKline has decided to cancel this study.	CHEBI_2549	"435"	MONDO_0004979	"10003553"	"195967001"
	DB01101	Malignant neoplasm of breast	C0006142	NCT00193102	Terminated	Phase 2		CHEBI_31348	"194000"		"10006187"	"254837009"
rituximab	DB00073	Thrombocytopenia due to platelet alloimmunization	C0272286	NCT02137681	Withdrawn	Phase 3	No eligible patient was enrolled.		"2273510|2472325|121191|2105824"			"2897005"
dexamethasone phosphate	DB01234	Relapse multiple myeloma	C2349261	NCT04355039	Withdrawn	Phase 1	Terminated for lack of funding.	CHEBI_68637	"3264"			"452291000124109"
etoposide	DB00773	Acute lymphoblastic leukemia - category	C1531702	NCT01677949	Withdrawn	Phase 2	Slow accrual	CHEBI_4911	"4179"			
	DB00631	Acute lymphoblastic leukemia - category	C1531702	NCT01677949	Withdrawn	Phase 2	Slow accrual	CHEBI_681569	"44151"			
	DB00531	Acute lymphoblastic leukemia - category	C1531702	NCT01677949	Withdrawn	Phase 2	Slow accrual	CHEBI_4027	"1545988|3002"			
infliximab	DB00065	Rheumatoid Arthritis	C0003873	NCT00394589	Terminated	Phase 3	Study enrollment was stopped due to insufficient subject accrual.		"1790539|1927283|191831|2266523|2103476"	MONDO_0008383	"10039073"	"69896004"
pemetrexed	DB00642	Metastatic urothelial carcinoma	C4288754	NCT02693717	Terminated	Phase 2	The trial was closed due to the changing efficacy of treatments for metastatic urothelial cancer.	CHEBI_63616	"68446"			"458321000124102"
ciprofloxacin	DB00537	Shigella Infections	C0013371		Approved			CHEBI_192484	"2551"		"10054178"	"36188001"
itraconazole	DB01167	Alzheimer's Disease	C0002395	NCT02130661	Withdrawn	Phase 1		CHEBI_6076	"28031"	MONDO_0004975	"10012271"	"26929004"
methotrexate	DB00563	Rheumatoid Arthritis	C0003873	NCT01651936	Terminated	Phase 2		CHEBI_44185	"6851"	MONDO_0008383	"10039073"	"69896004"
ofloxacin	DB01165	Shigella Infections	C0013371		Approved			CHEBI_7731	"7623"		"10054178"	"36188001"
sorafenib	DB00398	Biliary Tract Cancer	C0750952	NCT00955721	Terminated	Phase 1/Phase 2	Lack of Funding	CHEBI_50924	"495881"	MONDO_0003060|MONDO_0015116|MONDO_0017631		"363415003"
	DB00526	Biliary Tract Cancer	C0750952	NCT00955721	Terminated	Phase 1/Phase 2	Lack of Funding	CHEBI_31941	"32592"	MONDO_0003060|MONDO_0015116|MONDO_0017631		"363415003"
temozolomide	DB00853	Metastatic Renal Cell Cancer	C0278678	NCT04603365	Withdrawn	Phase 2	enrollment	CHEBI_72564	"37776"			
propafenone	DB01182	Atrial Fibrillation	C0004238	NCT02710669	Terminated	Phase 1/Phase 2	Study halted/terminated prematurely due to COVID.	CHEBI_63619	"8754"	MONDO_0004981	"10003658"	"49436004"
triptorelin	DB06825	Malignant neoplasm of breast	C0006142	NCT00090844	Terminated	Phase 2	Early closure due to low accrual	CHEBI_63633	"38782"		"10006187"	"254837009"
asparaginase	DB00023	Acute lymphoblastic leukemia - category	C1531702	NCT03668392	Terminated	Phase 2	low enrollment rate		"1156"			
loperamide	DB00836	Malignant neoplasm of breast	C0006142	NCT04172597	Terminated	Phase 2	Strategic business decision (unrelated to safety)	CHEBI_6532	"6468"		"10006187"	"254837009"
	DB01217	Malignant neoplasm of breast	C0006142	NCT00543127	Terminated	Phase 3	Unjustified decision of company that funded the trial.	CHEBI_2704	"84857"		"10006187"	"254837009"
